title,date,link,# of indications
"Ahead of aducanumab filing, Biogen nabs Pfizer castoff for $75M to address Alzheimer�s, Parkinson�s symptoms � Endpoints News","January 13, 2020 11:31 AM EST",https://endpts.com/ahead-of-aducanumab-filing-biogen-nabs-pfizer-castoff-for-75m-to-address-alzheimers-parkinsons-symptoms/,2
Amgen bets on stem cell company Fortuna Fix in $25M round � Endpoints News,"November 8, 2017 08:19 AM EST",https://endpts.com/amgen-bets-on-stem-cell-company-fortuna-fix-in-25m-round/,2
Koneksa lands new round of funds to develop app-based digital biomarker tech � Endpoints News,"February 7, 2022 10:18 AM ESTUpdated February 11, 02:48 AM",https://endpts.com/koneksa-lands-new-round-of-funds-to-develop-app-based-digital-biomarker-tech/,3
Kyowa Kirin bolsters campaign to close racial disparity gap in rare �lymphoma of the skin� � Endpoints News,"September 7, 2022 01:50 PM EDTUpdated September 8, 02:48 PM",https://endpts.com/kyowa-kirin-bolsters-campaign-to-close-racial-disparity-gap-in-rare-lymphoma-of-the-skin/,0
"Searching for the next �big hairy goal,� BlueRock CEO Emile Nuwaysir jumps to in vivo cell therapy startup Ensoma � Endpoints News","October 11, 2021 06:30 AM EDTUpdated 04:03 PM",https://endpts.com/searching-for-the-next-big-hairy-goal-bluerock-ceo-emile-nuwaysir-jumps-to-in-vivo-cell-therapy-startup-ensoma/,1
Neurodegeneration upstart Denali outlines $100M IPO for its growing clinical work � Endpoints News,"November 13, 2017 06:27 PM ESTUpdated November 13, 07:31 PM",https://endpts.com/neurodegeneration-upstart-denali-outlines-100m-ipo-for-its-growing-amount-of-clinical-work/,2
Acorda is shifting into survival mode. And it�s going to start by axing more than 100 staffers. � Endpoints News,"April 5, 2017 05:59 AM EDT",https://endpts.com/acorda-is-shifting-into-survival-mode-and-its-going-to-start-by-axing-more-than-100-staffers/,2
AstraZeneca auctions off rights to another pipeline drug as Takeda grabs $400M Parkinson�s deal � Endpoints News,"August 29, 2017 06:44 AM EDT",https://endpts.com/astrazeneca-auctions-off-another-pipeline-drug-as-takeda-steps-up-with-a-400m-parkinsons-deal/,4
"Axovant races to PhIII dementia study as nelotanserin clears an early hurdle, but questions linger � Endpoints News","February 13, 2017 07:58 AM EST",https://endpts.com/axovant-races-to-phiii-dementia-study-as-nelotanserin-clears-an-early-hurdle/,3
Acadia shares slide � again � after FDA confirms it has launched a safety review of Nuplazid � Endpoints News,"April 25, 2018 02:35 PM EDT",https://endpts.com/acadia-shares-slide-again-after-cnns-report-that-the-fda-has-launched-a-safety-review-of-nuplazid/,2
Acorda writes off another R&D program as Ampyra flops in stroke study � Endpoints News,"November 21, 2016 07:31 AM EST",https://endpts.com/acorda-writes-off-another-rd-program-as-ampyra-flops-in-stroke-study/,1
"Clene Nanomedicine, researching the use of gold atoms to slow ALS progression, nets $42.5M Series D � Endpoints News","August 27, 2020 06:50 AM EDTUpdated 02:49 PM",https://endpts.com/clene-nanomedicine-researching-the-use-of-gold-atoms-to-slow-als-progression-nets-42-5m-series-d/,2
Tony Coles takes second neuroscience startup public as Yumanity reverse merges � Endpoints News,"August 24, 2020 09:44 AM EDTUpdated August 29, 01:14 PM",https://endpts.com/tony-coles-takes-second-neuroscience-startup-public-as-yumanity-reverse-merges/,1
"Adding $445M, Tony Coles and his big Pfizer neuro spinout hitch a ride to Wall Street on Perceptive�s SPAC � Endpoints News","July 30, 2020 07:00 AM EDTUpdated 07:46 AM",https://endpts.com/adding-445m-tony-coles-and-his-big-pfizer-neuro-spinout-hitch-a-ride-to-wall-street-on-perceptives-spac/,0
Biotech vets launch a neuro startup with $54.5M to kickstart R&D � Endpoints News,"October 18, 2018 09:30 AM EDTUpdated 10:36 AM",https://endpts.com/biotech-vets-launch-a-neuro-startup-with-54-5m-to-kickstart-rd/,1
A Recursion veteran is mapping plant life to chart a course to new therapies � and investors like what they see � Endpoints News,"June 22, 2021 10:54 AM EDT",https://endpts.com/a-recursion-veteran-is-mapping-plant-life-to-chart-a-course-to-new-therapies-and-investors-like-what-they-see/,2
Retreating Arrowhead axes CSO in RNAi rout; Impel raises $36M for platform tech � Endpoints News,"December 2, 2016 10:34 AM EST",https://endpts.com/retreating-arrowhead-axes-cso-in-rnai-rout-impel-raises-36m-for-platform-tech/,1
"Eli Lilly, Novartis back a $26M round for Cavion�s work on neurological diseases � Endpoints News","January 6, 2017 09:23 AM EST",https://endpts.com/eli-lilly-novartis-back-a-26m-round-for-cavions-work-on-neurological-diseases/,1
Vir chief Scangos picks Herbert �Skip� Virgin to run R&D; Ardelyx forges $160M deal with Kyowa Hakko Kirin � Endpoints News,"November 28, 2017 10:48 AM EST",https://endpts.com/vir-chief-scangos-picks-herbert-skip-virgin-to-run-r-ardelyx-forges-160m-deal-with-kyowa-hakko-kirin/,2
An ailing AstraZeneca kicks two drugs out of the pipeline and an ex-drug partner�s share price is blasted � Endpoints News,"April 27, 2017 07:06 AM EDT",https://endpts.com/an-ailing-astrazeneca-kicks-two-drugs-out-of-the-pipeline-and-an-ex-drug-partners-share-price-is-blasted/,1
"Bayer continues its cell and gene therapy push, enveloping different projects under one strategic roof while hunting new deals � Endpoints News","December 2, 2020 07:26 AM ESTUpdated 11:10 AM",https://endpts.com/bayer-continues-its-cell-and-gene-therapy-push-enveloping-different-projects-under-one-strategic-roof/,0
Acorda celebrates an FDA OK � so does that make them a takeover target? � Endpoints News,"December 24, 2018 09:08 AM ESTUpdated 09:42 AM",https://endpts.com/acorda-celebrates-an-fda-ok-so-does-that-make-them-a-takeover-target/,1
Strongbridge raises $53M in financing; Sienna Bio sets terms for $70M IPO � Endpoints News,"July 17, 2017 10:32 AM EDTUpdated 10:46 AM",https://endpts.com/strongbridge-raises-53m-in-financing-sienna-bio-sets-terms-for-70m-ipo/,1
"Acadia declares early win on Nuplazid dementia study, stunning analysts and sending shares soaring � Endpoints News","September 9, 2019 08:15 AM EDTUpdated September 10, 04:53 PM",https://endpts.com/positive-efficacy-signal-allows-acadia-to-halt-dementia-study-testing-controversial-nuplazid-early/,0
Acadia unveils the positive PhIII it�s taking to FDA for expanding Nuplazid�s use in psychosis � Endpoints News,"December 5, 2019 07:11 AM EST",https://endpts.com/acadia-unveils-the-positive-phiii-its-taking-to-fda-for-expanding-nuplazids-use-in-psychosis/,2
Measuring Real-World Sleep with Actigraphy: Three Clinical Trial Use Cases � Endpoints News,"March 28, 2022 06:00 AM EDT",https://endpts.com/sp/measuring-real-world-sleep-with-actigraphy-three-clinical-trial-use-cases/,2
"China�s CStone raises $285M in IPO; Axial raises $25M for microbiome work on Parkinson�s, autism � Endpoints News","February 27, 2019 10:52 AM EST",https://endpts.com/chinas-cstone-raises-285m-in-ipo-axial-raises-25m-for-microbiome-work-on-parkinsons-autism/,1
Troubled Voyager�s gene therapy relaunch gets a boost with $630M Pfizer deal � Endpoints News,"October 6, 2021 07:00 AM EDTUpdated 08:50 AM",https://endpts.com/troubled-voyagers-gene-therapy-relaunch-gets-a-boost-with-630m-pfizer-deal/,1
News briefing: Axovant faces months of delay on lead Parkinson�s gene therapy; Chinese CAR-T biotech nabs $100M � Endpoints News,"October 30, 2020 11:05 AM EDT",https://endpts.com/news-briefing-axovant-faces-months-of-delay-on-lead-parkinsons-gene-therapy-chinese-car-t-biotech-nabs-100m/,2
Athyrium raises $2B for debt/equity fund; Amgen teams with Carmot on Parkinson�s; Neuralstem soars on failed study(?) � Endpoints News,"December 6, 2017 10:12 AM EST",https://endpts.com/athyrium-raises-2b-for-debt-equity-fund-amgen-teams-with-carmot-on-parkinsons-neuralstem-soars-on-failed-study/,1
Hal Barron�s chase for genetic clues leads GlaxoSmithKline back to neuro � and makes new biotech partner $700M richer overnight � Endpoints News,"July 2, 2021 07:30 AM EDTUpdated 04:25 PM",https://endpts.com/hal-barrons-chase-for-genetic-clues-leads-glaxosmithkline-back-to-neuro-and-makes-new-biotech-partner-700m-richer-overnight/,1
Voyager shares take a hit as FDA slaps a hold on the IND for Huntington�s gene therapy � their #2 play in the pipeline � Endpoints News,"October 12, 2020 05:36 PM EDT",https://endpts.com/voyager-shares-take-a-hit-as-fda-slaps-a-hold-on-the-ind-for-huntingtons-gene-therapy-their-2-play-in-the-pipeline/,0
"Carmot closes $15M round to advance diabetes drug; Argos board clears reverse stock split, moves to small cap market � Endpoints News","January 18, 2018 10:00 AM EST",https://endpts.com/carmot-closes-15m-round-to-advance-diabetes-drug-argos-board-clears-reverse-stock-split-moves-to-small-cap-market/,1
"Sunovion scores on PhIII Parkinson�s study, shooting for showdown with Acorda; Puma out-licenses neratinib to Israeli biotech � Endpoints News","January 30, 2018 09:32 AM ESTUpdated 09:46 AM",https://endpts.com/puma-out-licenses-neratinib-to-israeli-biotech-sunovion-posts-positive-parkinsons-data-israels-entera-bio-postpones-ipo/,2
Charles River drops $510M to bag non-clinical CRO; Magpie raises $14.8M Series B to modernize traditional Chinese meds � Endpoints News,"February 13, 2019 10:53 AM EST",https://endpts.com/charles-river-drops-510m-to-bag-non-clinical-cro-magpie-raises-14-8m-series-b-to-modernize-traditional-chinese-meds/,1
"Stephen Hahn makes first post-FDA move, joining board of under-the-radar Philadelphia company � Endpoints News","February 23, 2021 10:38 AM ESTUpdated 03:41 PM",https://endpts.com/stephen-hahn-makes-first-post-fda-move-joining-board-of-under-the-radar-upenn-spinout/,0
Voyager co-founder Steven Paul steps down from CEO seat; Alnylam enters final stretch at the FDA with patisiran � Endpoints News,"February 2, 2018 09:19 AM EST",https://endpts.com/voyager-co-founder-steven-paul-steps-down-from-ceo-seat-alnylam-enters-final-stretch-at-the-fda-with-patisiran/,1
Protocols: Editas recruits a Bristol-Myers vet as CSO; Eli Lilly gets a dubious honor for Alzheimer�s drug; Voyager in the spotlight � Endpoints News,"August 22, 2016 10:53 AM EDT",https://endpts.com/protocols-editas-recruits-a-bristol-myers-vet-as-cso-eli-lilly-gets-a-dubious-honor-for-alzheimers-drug-voyager-in-the-spotlight/,1
BioNTech and Regeneron launch new melanoma collab; Harbour BioMed finds incubation partner � Endpoints News,"July 31, 2020 10:47 AM EDTUpdated 12:42 PM",https://endpts.com/biontech-and-regeneron-launch-new-melanoma-collab-harbour-biomed-finds-incubation-partner/,2
"Al Sandrock makes his first post-Biogen move, joining turnaround effort at a troubled gene therapy startup � Endpoints News","February 3, 2022 07:00 AM ESTUpdated 07:15 AM",https://endpts.com/al-sandrock-makes-his-first-post-biogen-move-joining-turnaround-effort-at-a-troubled-gene-therapy-startup/,0
Voyager bags a �transformational� $1.8B gene therapy pact with Neurocrine � Endpoints News,"January 29, 2019 08:10 AM ESTUpdated May 26, 08:50 PM",https://endpts.com/voyager-bags-a-transformational-1-6b-gene-therapy-pact-with-neurocrine/,1
Astellas wins priority review for AML drug; Takeda shareholders revolt against $62B Shire deal � Endpoints News,"May 29, 2018 09:58 AM EDTUpdated 10:27 AM",https://endpts.com/astellas-wins-priority-review-for-aml-drug-takeda-shareholders-revolt-against-62b-shire-deal/,1
News briefing: Axovant reports improved motor function in small Parkinson�s trial; Bain life sciences SPAC files for $125M IPO � Endpoints News,"October 6, 2020 11:31 AM EDT",https://endpts.com/news-briefing-axovant-reports-improved-motor-function-in-small-parkinsons-trial-bain-life-sciences-spac-files-for-125m-ipo/,1
"Thinking big, Bayer�s Axel Bouchon tackles stem cell field with $225M startup partnered with Versant � Endpoints News","December 9, 2016 09:04 AM ESTUpdated 09:50 AM",https://endpts.com/thinking-big-bayers-axel-bouchon-tackles-stem-cell-field-with-225m-startup-partnered-with-versant/,1
Incyte hires Janssen exec as CSO Huber moves to Third Rock; Synthorx set terms for $100M IPO � Endpoints News,"November 28, 2018 09:31 AM ESTUpdated 10:28 AM",https://endpts.com/days-before-ash-incyte-hires-janssens-dhanak-to-replace-cso-huber-who-moves-to-third-rock/,1
"Updated: Athira plots an Alzheimer�s comeback after scandal, PhII fail ��and hints at possible accelerated approval pitch � Endpoints News","September 6, 2022 10:58 AM EDTUpdated 04:56 PM",https://endpts.com/athira-plots-an-alzheimers-comeback-after-scandal-phii-fail-and-hints-at-possible-accelerated-approval-pitch/,0
Investors pony up $476M for the latest round of biotech IPOs to hit the Street � Endpoints News,"June 20, 2019 10:01 AM EDTUpdated July 3, 09:45 AM",https://endpts.com/investors-pony-up-476m-for-the-latest-round-of-biotech-ipos-to-hit-the-street/,2
"Pharma companies in the metaverse? Maybe not yet, but time to start thinking future use, experts say � Endpoints News","March 9, 2022 01:55 PM ESTUpdated 02:45 PM",https://endpts.com/pharma-companies-in-the-metaverse-maybe-not-yet-but-time-to-start-thinking-future-use-experts-say/,1
Backers of Tesla and SpaceX fund 29-year-old Alice Zhang�s AI-powered neuroscience startup � Endpoints News,"July 16, 2018 07:00 AM EDT",https://endpts.com/backers-of-tesla-and-spacex-fund-29-year-old-alice-zhangs-ai-powered-neuroscience-startup/,2
Yumanity�s ugly demise continues with plans to axe 60% of staff in search for �strategic alternatives� � Endpoints News,"February 17, 2022 09:51 AM ESTUpdated 10:14 AM",https://endpts.com/yumanitys-ugly-demise-continues-with-plans-to-axe-60-of-staff-in-search-for-strategic-alternatives/,0
Freshly baked: Pretzel Therapeutics takes out the oven mitts to drug diseases in the powerhouse of the cell� � Endpoints News,"September 12, 2022 06:00 AM EDT",https://endpts.com/freshly-baked-pretzel-therapeutics-takes-out-the-oven-mitts-to-drug-diseases-in-the-powerhouse-of-the-cell/,0
"Another depression trial goes bust, as Minerva drug fails PhII study � Endpoints News","December 19, 2019 06:36 AM ESTUpdated 04:55 PM",https://endpts.com/another-depression-trial-goes-bust-as-minerva-drug-fails-phii-study/,1
"Axolotls, chemical cocktails, and a new route for stem cell therapy � maybe � Endpoints News","April 25, 2022 10:42 AM EDTUpdated April 29, 11:16 AM",https://endpts.com/axolotls-chemical-cocktails-and-a-new-route-for-stem-cell-therapy-maybe/,2
Acorda shares tank as appeals court refuses injunction against cheap Ampyra knockoffs � Endpoints News,"July 25, 2018 02:42 PM EDT",https://endpts.com/acorda-shares-tank-as-appeals-court-refuses-injunction-against-cheap-ampyra-knockoffs/,1
"Woeful Axovant starts axing staff, but departing CEO David Hung gets a $2.6M exit package/bonus � Endpoints News","February 15, 2018 07:01 AM EST",https://endpts.com/woeful-axovant-starts-axing-staff-but-a-departing-ceo-david-hung-gets-a-2-6m-exit-package-bonus/,1
"AbbVie eyes cancer, immunology in latest protein degradation pact, handing Frontier Medicines $55M upfront � Endpoints News","December 2, 2020 10:52 AM ESTUpdated 01:50 PM",https://endpts.com/abbvie-eyes-cancer-immunology-in-latest-protein-degradation-pact-handing-frontier-medicines-55m-upfront/,1
"Biogen recruits Roche vet Ghosh as head of research, early development; Cell Medica raises �60 million; Aerpio bags $40M raise � Endpoints News","March 16, 2017 09:38 AM EDT",https://endpts.com/biogen-recruits-roche-vet-ghosh-as-head-of-research-early-development-cell-medica-raises-60-million-aerpio-bags-40m-raise/,1
Acadia shares plunge after CNN probes Nuplazid deaths; Agios shares surge on report that a shaky Celgene is scouting another buyout � Endpoints News,"April 9, 2018 08:46 AM EDTUpdated 10:20 AM",https://endpts.com/agios-shares-surge-on-report-that-a-shaky-celgene-is-scouting-another-buyout-acadia-shares-plunge-after-cnn-report-probes-nuplazid-deaths/,1
"Bayer�s research and development teams settle into new, $140M Kendall Square digs � Endpoints News","July 1, 2022 08:02 AM EDT",https://endpts.com/bayers-research-and-development-teams-settle-into-new-140m-kendall-square-digs/,0
"NIH, Fox Foundation allies with biopharmas on $24M Parkinson�s project; FDA accepts Theravance/Mylan NDA for COPD drug � Endpoints News","January 31, 2018 09:46 AM EST",https://endpts.com/nih-fox-foundation-allies-with-biopharmas-on-24m-parkinsons-project-fda-accepts-theravance-mylan-nda-for-copd-drug/,2
"0-for-2: Another faded drug star in Axovant�s much-hyped pipeline falls, tarnishing Ramaswamy�s deal-making rep � Endpoints News","December 10, 2018 07:43 AM EST",https://endpts.com/another-faded-drug-star-in-axovants-much-hyped-pipeline-falls-tarnishing-ramaswamys-deal-making-rep/,1
"Aptinyx looks to bring its NMDA pipeline to Nasdaq, filing for an $80 million IPO � Endpoints News","May 24, 2018 06:47 AM EDT",https://endpts.com/aptinyx-looks-to-bring-its-nmda-pipeline-to-nasdaq-filing-for-an-80-million-ipo/,1
5 cash-hungry biotechs crowd into Nasdaq in search of a $600M-plus windfall � Endpoints News,"May 28, 2019 07:46 AM EDTUpdated 01:10 PM",https://endpts.com/5-cash-hungry-biotechs-crowd-into-nasdaq-in-search-of-a-600m-plus-windfall/,2
The next Sage? Shkreli partner Ligand puts together another sweet startup package deal for Seelos � Endpoints News,"September 22, 2016 10:50 AM EDT",https://endpts.com/the-next-sage-shkreli-partner-ligand-puts-together-another-sweet-startup-package-deal-for-seelos/,2
"Denali launches a clinical quest on Alzheimer�s drug, banking $155M in Takeda cash and scoring monkey data on BACE � Endpoints News","March 19, 2018 08:55 AM EDTUpdated 09:54 AM",https://endpts.com/denali-launches-a-clinical-quest-on-alzheimers-drug-banking-155m-in-takeda-cash-and-scoring-monkey-data-on-bace/,1
"Protocols: Booming Moderna adds staff, new clinical program; Lilly boasts of R&D gains � Endpoints News","July 26, 2016 10:53 AM EDT",https://endpts.com/protocols-booming-moderna-adds-staff-new-clinical-program-lilly-boasts-of-rd-gains/,1
Low-profile biotech led by Bristol Myers vets grabs a suite of adenosine receptor antagonists via tiny buyout � Endpoints News,"July 7, 2022 07:24 AM EDTUpdated 07:35 AM",https://endpts.com/low-profile-biotech-led-by-bristol-myers-vets-grabs-a-suite-of-adenosine-receptor-antagonists-via-tiny-buyout/,0
Verily scoops up a fellow software maker as Amy Abernethy scales its clinical trials platform � Endpoints News,"August 18, 2021 07:20 AM EDT",https://endpts.com/verily-scoops-up-a-fellow-software-maker-as-amy-abernethy-scales-its-clinical-trials-platform/,1
"FDA cautions over young donor blood transfusions to treat aging, memory loss � Endpoints News","February 19, 2019 12:19 PM EST",https://endpts.com/fda-cautions-over-young-donor-blood-transfusions-to-treat-aging-memory-loss/,1
Sage touts positive early signals in Alzheimer�s. Will they be able to repeat it in a blinded study? � Endpoints News,"April 1, 2022 02:39 PM EDTUpdated 06:47 PM",https://endpts.com/sage-touts-positive-early-signals-in-alzheimers-will-they-be-able-to-repeat-it-in-a-blinded-study/,0
"In $900M+ deal, rare disease biotechs team up on RNA therapies for CNS developmental disorders � Endpoints News","January 10, 2022 07:00 AM EST",https://endpts.com/in-900m-deal-rare-disease-biotechs-team-up-on-rna-therapies-for-rare-cns-developmental-disorders/,1
A new player joins the RNA editing race on the heels of Eli Lilly�s $1B-plus deal � Endpoints News,"September 9, 2021 10:50 AM EDT",https://endpts.com/a-new-player-joins-the-rna-editing-race-on-the-heels-of-eli-lillys-1b-plus-deal/,1
"Roche vaults to the front of the NLRP3 clinical race, paying $448M upfront to bag Inflazome � Endpoints News","September 21, 2020 06:36 AM EDT",https://endpts.com/roche-vaults-to-the-front-of-the-nlrp3-clinical-race-paying-448m-upfront-to-bag-inflazome/,0
�Breakthrough� drugs included on Roche�s list of PhII/III studies axed in Q1 � with pivotal Mirros trial on the chopping block � Endpoints News,"April 22, 2020 09:00 AM EDTUpdated April 23, 05:34 PM",https://endpts.com/breakthrough-drugs-included-on-roches-list-of-phii-iii-studies-axed-in-q1-with-pivotal-mirros-trial-on-the-chopping-block/,0
"Fighting for a place in the ulcerative colitis market, Sublimity raises $64M for an alternative drug to anti-TNF � Endpoints News","May 22, 2018 09:50 AM EDTUpdated 11:24 AM",https://endpts.com/fighting-for-a-place-in-the-ulcerative-colitis-market-sublimity-raises-64m-for-an-alternative-drug-to-anti-tnf/,1
"Cut loose from Biogen buyout option, Rodin preps for an early-stage shot at Alzheimer�s � Endpoints News","September 18, 2017 06:59 AM EDT",https://endpts.com/cut-loose-from-biogen-buyout-option-rodin-preps-for-an-early-stage-shot-at-alzheimers/,1
Roche and Genentech researchers plot $53M discovery quest aimed at sparking a �Holy moly� pivot in neuro R&D � Endpoints News,"February 26, 2021 10:03 AM ESTUpdated 05:29 PM",https://endpts.com/genentech-plots-53m-discovery-quest-aimed-at-sparking-a-holy-moly-pivot-in-neuro-rd/,1
Supernus expands its portfolio of Parkinson�s drugs with a $400M+ buyout � Endpoints News,"October 11, 2021 10:00 AM EDTUpdated 10:14 AM",https://endpts.com/supernus-expands-its-portfolio-of-parkinsons-drugs-with-a-400m-buyout/,4
"Acorda�s awful, no good, just plain bad week gets worse as FDA hands execs another delay on Inbrija � battered shares tumble again � Endpoints News","September 13, 2018 07:46 AM EDT",https://endpts.com/acordas-awful-no-good-just-plain-bad-week-gets-worse-as-fda-hands-execs-another-delay-on-inbrija-battered-shares-tumble-again/,2
"Leaning on BD to revive weak pipeline, Lundbeck plans to cut up to 160 jobs in R&D restructuring � Endpoints News","June 9, 2020 08:37 AM EDTUpdated 09:01 AM",https://endpts.com/leaning-on-bd-to-revive-weak-pipeline-lundbeck-plans-to-cut-up-to-160-jobs-in-rd-restructuring/,0
Can a Medicare Advantage insurer be great at drug development for their target audience? � Endpoints News,"July 11, 2019 07:24 AM EDTUpdated 08:17 AM",https://endpts.com/can-a-medicare-advantage-insurer-be-great-at-drug-development-for-their-target-audience/,1
Takeda and Zinfandel write off yet another Alzheimer�s PhIII after Actos fails a key interim test � Endpoints News,"January 25, 2018 09:00 AM EST",https://endpts.com/takeda-and-zinfandel-write-off-yet-another-alzheimers-phiii-after-actos-fails-a-key-interim-test/,1
AbbVie tees up a biotech buyout after sizing up their Parkinson�s drug spun out of Kevan Shokat�s lab � Endpoints News,"March 2, 2021 09:20 AM ESTUpdated June 9, 03:40 AM",https://endpts.com/abbvie-tees-up-a-biotech-buyout-after-sizing-up-their-parkinsons-drug-spun-out-of-kevan-shokats-lab/,2
Investigative report calls for renewed scrutiny on Acadia drug; Imbruvica fails in frontline DLBCL PhIII � Endpoints News,"July 12, 2018 09:57 AM EDT",https://endpts.com/investigative-report-calls-for-renewed-scrutiny-on-acadia-drug-imbruvica-fails-in-frontline-dlbcl-phiii/,1
"Citing significant progress on a cure for diabetes, Novo Nordisk beefs up its stem cell pipeline with new collaborations � Endpoints News","May 17, 2018 08:04 AM EDT",https://endpts.com/citing-significant-progress-on-a-cure-for-diabetes-novo-nordisk-beefs-up-its-stem-cell-pipeline-with-new-collaborations/,1
"A year after CRL, Acadia is going back to bat for Nuplazid at the FDA � Endpoints News","May 2, 2022 02:27 PM EDTUpdated 05:48 PM",https://endpts.com/a-year-after-crl-acadia-is-going-back-to-bat-for-nuplazid-at-the-fda/,1
"Perceptive hits the pricing sweet spot on its latest SPAC, kickstarting the search for next forever partner � Endpoints News","July 13, 2021 09:59 AM EDT",https://endpts.com/perceptive-hits-the-pricing-sweet-spot-on-its-latest-spac-kickstarting-the-search-for-next-forever-partner/,1
Mass cloning for neuro research? Chinese scientists report birth of five gene-edited monkeys � Endpoints News,"January 24, 2019 09:28 AM EST",https://endpts.com/mass-cloning-for-neuro-research-chinese-scientists-report-birth-of-five-gene-edited-monkeys/,1
Alnylam will hire 100 for its new UK office; Puma shares surge as FDA accepts neratinib NDA � Endpoints News,"September 20, 2016 10:22 AM EDTUpdated 11:12 AM",https://endpts.com/alnylam-will-hire-100-for-its-new-uk-office-puma-shares-surge-as-fda-accepts-neratinib-nda/,1
"After clinical hold quashed its hopes, Yumanity fielded 10 bidders before landing on two-way deal with J&J, Kineta � Endpoints News","August 29, 2022 11:37 AM EDTUpdated 01:19 PM",https://endpts.com/after-clinical-hold-quashed-its-hopes-yumanity-fielded-10-bidders-before-landing-on-two-way-deal-with-jj-kineta/,1
"J&J, Bayer agree to $775M payout to settle Xarelto litigation; Biogen launches $5B buyback in the wake of a disaster; Hookipa pitches $86M IPO � Endpoints News","March 25, 2019 10:30 AM EDTUpdated 11:05 AM",https://endpts.com/biogen-launches-5b-buyback-in-the-wake-of-a-disaster-hookipa-pitches-86m-ipo/,1
"In a pioneering regenerative med study, scientists get a green light to test iPS cells for spinal cord damage � Endpoints News","February 19, 2019 06:56 AM EST",https://endpts.com/in-a-pioneering-regenerative-med-study-scientists-get-a-green-light-to-test-ips-cells-for-spinal-cord-damage/,1
"Rolling up its sleeves, Axovant scoops up five gene therapy vets to propel new pipeline � Endpoints News","November 26, 2018 08:05 AM ESTUpdated 08:54 AM",https://endpts.com/rolling-up-its-sleeves-axovant-scoops-up-five-gene-therapy-vets-to-propel-new-pipeline/,1
"Axovant: That positive p-value we reported yesterday? Um, we screwed that up too � Endpoints News","January 9, 2018 07:47 AM EST",https://endpts.com/axovant-that-positive-p-value-we-reported-yesterday-um-we-screwed-that-up-too/,1
"Looking for fresh start following a Duchenne disaster, Catabasis rebrands; Huadong and Insilico team up in oncology � Endpoints News","September 8, 2021 10:41 AM EDT",https://endpts.com/catabasis-rebrands-as-astria-huadong-and-insilico-start-oncology-co-development/,3
"Acadia adopts a new PhIII game plan for �breakthrough� med, dumps Alzheimer�s PhII � Endpoints News","October 5, 2017 08:22 AM EDT",https://endpts.com/acadia-adopts-a-new-phiii-game-plan-for-breakthrough-med-dumps-alzheimers-phii/,2
Al Sandrock notches another post-Biogen role � and it�s taking him right back onto familiar ground � Endpoints News,"February 8, 2022 06:28 AM EST",https://endpts.com/al-sandrock-notches-another-post-biogen-role-and-its-taking-him-right-back-onto-familiar-ground/,1
Peer Review: KSQ woos Beni Wolf from Blueprint with CRISPR platform; AstraZeneca exec jumps to CNS biotech spun out of Takeda � Endpoints News,"April 18, 2019 10:38 AM EDT",https://endpts.com/peer-review-ksq-woos-beni-wolf-from-blueprint-with-crispr-platform-astrazeneca-exec-jumps-to-cns-biotech-spun-out-of-takeda/,1
"David de Graaf has a new gig, a new idea and a new startup � hunting some new money � Endpoints News","February 14, 2019 09:01 AM EST",https://endpts.com/david-de-graaf-has-a-new-gig-a-new-idea-and-a-new-startup-hunting-some-new-money/,1
"Fatal sepsis attacks blight Acorda�s PhIII, triggering new safety measures and torpedoing shares � Endpoints News","November 15, 2017 07:31 AM EST",https://endpts.com/fatal-sepsis-attacks-mar-acordas-phiii-triggering-new-safety-measures-and-a-pause-on-enrollment/,4
"Newron�s Merck KGaA-in licensed compound fails Rett Syndrome study, shares wilt � Endpoints News","May 4, 2020 06:33 AM EDTUpdated 07:01 AM",https://endpts.com/newrons-merck-kgaa-in-licensed-compound-fails-rett-syndrome-study/,3
Pieris inks a licensing deal for Japan; Kindler joins Pharma Two B board with $30M raise; Ampio plots new pain study � Endpoints News,"February 27, 2017 09:21 AM ESTUpdated 10:32 AM",https://endpts.com/pieris-inks-a-licensing-deal-for-japan-kindler-joins-pharma-two-b-board-with-30m-raise-ampio-plots-new-pain-study/,1
Scoop: Roche scraps one of two schizophrenia PhII trials after failing the primary endpoint � Endpoints News,"June 28, 2022 08:37 AM EDTUpdated 08:56 AM",https://endpts.com/scoop-roche-scraps-one-of-two-schizophrenia-phii-trials-due-to-missed-primary-endpoint/,0
"Pfizer re-ups on Mission Therapeutics collaboration, leading a $15M round and grabbing first dibs on DUBs � Endpoints News","July 6, 2020 11:13 AM EDT",https://endpts.com/pfizer-re-ups-on-mission-therapeutics-collaboration-leading-a-15m-round-and-grabbing-first-dibs-on-dub-inhibitors/,1
"Plugging in the last piece to its gene therapy puzzle, AskBio acquires Scottish synthetic promoter company � Endpoints News","August 13, 2019 10:13 AM EDT",https://endpts.com/plugging-in-the-last-piece-to-its-gene-therapy-puzzle-askbio-acquires-scottish-synthetic-promoter-company/,1
"Mayo team spotlights the role of senescent cells in neurodegeneration, starting down a pathway that may lead to Alzheimer�s � Endpoints News","September 20, 2018 09:47 AM EDT",https://endpts.com/mayo-team-spotlights-the-role-of-senescent-cells-in-neurodegeneration-starting-down-a-pathway-that-may-lead-to-alzheimers/,1
